event_id,session_id,user_id,event_type,product_id,product_name,category,country,device_type,traffic_source,quantity,price,discount,event_timestamp
a1315b83-342d-4f0c-b01e-4c8e291c37f0,9c017753-7312-4bbe-b7c2-f30132c53c72,227,purchase,102,Phone,Electronics,Nigeria,mobile,facebook,2,800,0.16,2026-05-14 18:25:47
7c878593-2ad5-4a11-b554-284c0272c5fa,e0552ab6-a83f-48b9-9f0d-99487b137b85,17,view,104,Mouse,Accessories,Rwanda,mobile,organic,3,40,0.07,2026-05-14 18:25:48
ddc4688c-933e-442c-9d53-4e0c2c59a075,abc679ca-07ce-4ecc-9ac1-3b80ae4a01be,873,purchase,101,Laptop,Electronics,Kenya,desktop,facebook,3,1200,0.0,2026-05-14 18:25:49
1a451c61-f676-457c-8d35-6e34615aca9e,376040b2-2aa4-4781-8cf2-ceb059a94a07,863918,view,101,Laptop,Electronics,Ghana,desktop,google,2,1200,0.07,2026-05-14 18:25:50
9dd97009-5fee-4def-a144-4c04d1a8c93b,be6e6bbb-c5a8-4ff2-9a81-5b2287925716,65641,view,101,Laptop,Electronics,Kenya,desktop,google,5,1200,0.04,2026-05-14 18:25:51
0faf854d-b8a1-461f-9d27-db7dcb067491,2e6b3ae8-3952-48d0-9950-7618282da3cd,658285,view,101,Laptop,Electronics,Kenya,desktop,organic,5,1200,0.18,2026-05-14 18:25:52
643ff224-b5ee-4043-8905-e1b1842f6eeb,d9bbfe80-3137-4ff5-9102-2dd0fc410e79,497,purchase,102,Phone,Electronics,Ghana,desktop,facebook,2,800,0.14,2026-05-14 18:25:53
e913069f-1c11-4a1c-b2fb-df6214f9d671,626c070b-fd84-4a62-83c9-971c6a04fdb2,396599,view,104,Mouse,Accessories,Nigeria,desktop,facebook,3,40,0.11,2026-05-14 18:25:54
673ba87c-2b4f-4030-8bba-5369e5766da6,c510dc89-dbcd-4fb3-b776-e4fe0457def4,679298,purchase,101,Laptop,Electronics,Ghana,mobile,facebook,1,1200,0.05,2026-05-14 18:25:55
a61409cb-3927-42f2-aed9-a7f0eff4154e,3aabd171-5d33-4fa3-9268-19aabc6a2ab9,291678,purchase,103,Keyboard,Accessories,Kenya,desktop,organic,2,70,0.08,2026-05-14 18:25:56
d8471bc3-37a2-4764-ab5a-912ffc33c6a5,2fc37057-bde3-4a0d-90fc-539e2ff4de96,221,view,101,Laptop,Electronics,Nigeria,mobile,google,1,1200,0.02,2026-05-14 18:25:57
dd2dc0c2-ab67-4557-936c-2f5316dafa01,fd1d42fc-81dc-4e5c-ab40-e497f4b15172,878,purchase,102,Phone,Electronics,Nigeria,mobile,google,1,800,0.1,2026-05-14 18:25:58
aa00dcc0-2b62-4023-bad6-aa48aa848655,67ff3162-86fc-4540-8b7d-a0383b1ceae7,423538,view,102,Phone,Electronics,Nigeria,mobile,organic,3,800,0.13,2026-05-14 18:25:59
5c745e00-9346-48e6-877e-dc791f6f9661,6fb53d26-1eed-4f7e-a0ab-b91cc1d299cb,400958,purchase,103,Keyboard,Accessories,Rwanda,mobile,google,3,70,0.03,2026-05-14 18:26:00
85265eb3-61a5-48fb-80d1-3c71808cb830,0d3cf9bc-2d44-4950-9937-c57e3d74a784,29323,purchase,104,Mouse,Accessories,Ghana,desktop,organic,5,40,0.2,2026-05-14 18:26:01
4c354886-5825-4ebf-9224-b79d315bda2b,6943cde3-d53c-43af-9b01-b266832cc2db,451585,view,102,Phone,Electronics,Rwanda,mobile,facebook,1,800,0.11,2026-05-14 18:26:02
6c3480b1-dc2d-486e-b238-e19f6c8993e3,31427d9c-c804-4a8f-99b7-fe583cc1e573,877872,purchase,102,Phone,Electronics,Nigeria,desktop,organic,5,800,0.04,2026-05-14 18:26:03
70859dde-7dd1-4e21-b0d5-45617288d976,46e173bd-e340-4ad7-8264-41991df0dfbe,554544,purchase,103,Keyboard,Accessories,Rwanda,desktop,google,2,70,0.15,2026-05-14 18:26:04
afacc837-dfde-4066-8358-562349bec013,1d5581af-cd6b-45c2-abc6-262ca0c7092c,755397,view,104,Mouse,Accessories,Kenya,mobile,facebook,2,40,0.11,2026-05-14 18:26:05
b8845d45-bffb-460f-b343-f2d983225d26,60df41c0-44a0-4824-a58c-61de566a9508,434733,purchase,104,Mouse,Accessories,Kenya,desktop,organic,4,40,0.02,2026-05-14 18:26:06
