event_id,session_id,user_id,event_type,product_id,product_name,category,country,device_type,traffic_source,quantity,price,discount,event_timestamp
b0d8f767-2ce0-4492-b803-89baa6dc32ce,f3970f8f-5c2a-4ae1-89cd-7a58473ac907,851449,purchase,102,Phone,Electronics,Nigeria,mobile,facebook,3,800,0.14,2026-05-11 11:15:47
a84b1a03-98b7-4004-8095-1f0e7e3e08d6,7f966608-71ec-42ba-b74a-fc87c26a42bb,863,purchase,104,Mouse,Accessories,Rwanda,desktop,google,1,40,0.13,2026-05-11 11:15:48
98feaba7-d56b-470c-94c9-49e0d8496a00,6432a203-71a4-4913-ab09-54a9df1981c9,100591,view,104,Mouse,Accessories,Kenya,desktop,google,5,40,0.14,2026-05-11 11:15:49
c3e50443-376f-4c98-873f-ff64d2e765d7,823f5242-1214-445b-a6d6-de5508e6f70f,622518,view,101,Laptop,Electronics,Ghana,mobile,facebook,2,1200,0.09,2026-05-11 11:15:50
58a3ceee-2ad5-48a1-9a07-14f578db8d70,87faec1d-f5f7-46ae-a3c4-01d351f14741,959540,purchase,101,Laptop,Electronics,Rwanda,desktop,google,3,1200,0.14,2026-05-11 11:15:51
0a2515d4-d811-4459-bb98-27af5c1ef181,1d400c88-7821-4a10-a4cb-6919465c0029,900078,view,103,Keyboard,Accessories,Rwanda,mobile,facebook,5,70,0.07,2026-05-11 11:15:52
1852c77c-4d3a-416a-8913-1f07ead4c5b2,f3760d0b-d272-40f6-b31b-9a7aa8060247,894,view,102,Phone,Electronics,Kenya,desktop,google,3,800,0.15,2026-05-11 11:15:53
97980a62-6009-40bb-8021-96b27734ef70,43fe8434-ccf4-48c4-8faa-e38477f5899d,256838,purchase,102,Phone,Electronics,Ghana,mobile,google,1,800,0.09,2026-05-11 11:15:54
60fa12be-8cde-40dc-8768-a73bd4568961,2a0ec59a-2466-438f-83be-394ff321b31d,931112,purchase,104,Mouse,Accessories,Nigeria,desktop,facebook,5,40,0.02,2026-05-11 11:15:55
ec119d93-13ee-499b-8f70-0d65229fb88f,703954b6-ab58-4180-82e4-58fc311d7e21,78283,purchase,104,Mouse,Accessories,Ghana,desktop,google,3,40,0.11,2026-05-11 11:15:56
