event_id,session_id,user_id,event_type,product_id,product_name,category,country,device_type,traffic_source,quantity,price,discount,event_timestamp
0b9ef875-6c49-4a54-9493-10df7efe3ecb,ed80d484-6718-4f60-b1a2-52d847de5f16,980391,view,101,Laptop,Electronics,Nigeria,desktop,facebook,3,1200,0.05,2026-05-13 21:19:07
5074fce3-8214-4304-ac68-9f79c7e5de3e,ef4ce0c5-76ff-4d34-80ba-3b866838e2c9,190689,view,104,Mouse,Accessories,Kenya,mobile,facebook,4,40,0.04,2026-05-13 21:19:08
bb0f2f3a-4cae-4997-aa3b-d84589faba8f,452f9bf1-5467-4ef4-a309-20709c1ae006,638836,purchase,101,Laptop,Electronics,Kenya,desktop,facebook,4,1200,0.05,2026-05-13 21:19:09
e5a83728-2490-48e6-9dda-276e40e8aa2f,95fc28be-c3ff-4b59-a0b8-68de47d933ce,518,view,101,Laptop,Electronics,Kenya,desktop,organic,4,1200,0.05,2026-05-13 21:19:10
dd7fb198-2fbe-4b60-9900-05bdc6948184,1b2acb5b-c51b-413b-81d8-150e83391b83,212,purchase,102,Phone,Electronics,Rwanda,mobile,facebook,1,800,0.15,2026-05-13 21:19:11
1a1ba864-928b-46e3-b892-3d5de37389d2,49ed76ce-ee03-4dcc-8f0a-23607fded569,776830,view,102,Phone,Electronics,Rwanda,mobile,organic,2,800,0.05,2026-05-13 21:19:12
595a116f-e320-499f-a54c-ff26599752c9,80921243-ca78-43c2-a967-0ca8e13e4c2d,214612,view,103,Keyboard,Accessories,Kenya,desktop,google,2,70,0.07,2026-05-13 21:19:13
354fba6b-5fee-416c-a516-0c81aec14299,4a6de013-09f2-4309-b6b8-509a832abf17,483,purchase,103,Keyboard,Accessories,Nigeria,mobile,google,3,70,0.18,2026-05-13 21:19:14
b26cd450-c8d3-4988-ae56-836960daa481,d47900cb-09cb-4862-a596-0f97d2e69bb2,16337,purchase,103,Keyboard,Accessories,Nigeria,mobile,facebook,1,70,0.15,2026-05-13 21:19:15
23ff3aa3-875d-42c6-8e2d-4e7f550b8631,af09ffa5-02d1-4d68-9b09-7e3b39ae2460,535422,view,104,Mouse,Accessories,Ghana,desktop,google,1,40,0.04,2026-05-13 21:19:16
57c63a19-9fc6-4e1e-a2a5-aba866dec3ea,efb64590-f5be-461e-9be3-2ad1ccc90610,26507,view,102,Phone,Electronics,Rwanda,desktop,google,4,800,0.05,2026-05-13 21:19:17
e9c7a90e-65df-4745-bca4-6dc08631d11e,0d729669-2f28-41f2-81a6-c0dfd5c84258,364,view,101,Laptop,Electronics,Nigeria,mobile,facebook,4,1200,0.16,2026-05-13 21:19:18
e80a3f77-0eaf-45f2-aa23-58efedfc25ec,c13a10ec-77bd-4b9d-a5ed-398b3523287a,389696,purchase,104,Mouse,Accessories,Rwanda,desktop,organic,5,40,0.18,2026-05-13 21:19:19
1a0dd431-0fe7-40c9-a25a-ad76dd553e02,a27aba5d-a624-408d-80d8-f7bb2e0e4f3d,942770,view,102,Phone,Electronics,Ghana,desktop,facebook,2,800,0.07,2026-05-13 21:19:20
06f06899-4433-488a-9798-56f7878883fa,67ab777a-6f8d-4620-8d54-b88cd3db23a2,732,view,103,Keyboard,Accessories,Ghana,mobile,organic,2,70,0.19,2026-05-13 21:19:21
16c23a54-b55b-4493-96eb-a0900f698a45,b0991b80-6572-4733-849a-b0ac9899f56d,179934,view,102,Phone,Electronics,Ghana,desktop,facebook,3,800,0.03,2026-05-13 21:19:22
ec3fe082-34a5-4332-80e4-b8d5a1c06dcd,498b9f8a-6528-40ae-8536-298acadb68fc,491592,purchase,102,Phone,Electronics,Nigeria,mobile,facebook,3,800,0.05,2026-05-13 21:19:23
