event_id,session_id,user_id,event_type,product_id,product_name,category,country,device_type,traffic_source,quantity,price,discount,event_timestamp
de620609-4f90-4cd4-b43f-203976c9d01d,67c37cb3-ee3a-4a53-a262-d65b8dc9e7bb,629,view,103,Keyboard,Accessories,Ghana,mobile,organic,2,70,0.15,2026-05-02 22:38:31
9962acd7-6b63-4a45-a7d5-ddc2fdd14008,04461e94-42a2-4cf8-be80-5398d707487d,439060,view,102,Phone,Electronics,Ghana,mobile,google,4,800,0.19,2026-05-02 22:38:32
3c354913-c0f8-4588-8192-336ed292c5ef,055a6aee-e97c-4928-87a9-c2a0d647cb7e,795899,purchase,104,Mouse,Accessories,Ghana,mobile,google,2,40,0.2,2026-05-02 22:38:33
ce976b49-5493-4a89-85d8-8530c86f158e,768ca997-ed99-46b4-9b96-f40c27dcd34b,64309,purchase,101,Laptop,Electronics,Ghana,desktop,facebook,2,1200,0.14,2026-05-02 22:38:34
8c57b967-238e-4e85-bd30-f45774c3e290,f56a35a1-c10b-4f8a-bf7d-03184ad207e3,586174,purchase,102,Phone,Electronics,Kenya,mobile,organic,1,800,0.12,2026-05-02 22:38:35
63c66448-7521-40d3-b354-9a9d5b0fd4ec,6a8bfca4-4d78-4111-b7f5-530304f1ca3d,120,purchase,101,Laptop,Electronics,Ghana,desktop,organic,5,1200,0.14,2026-05-02 22:38:36
6355cf8b-5e26-44db-bdfb-54f7d2d1aa59,8c38959a-44ee-47cd-a1a6-658236d73973,921875,purchase,102,Phone,Electronics,Kenya,mobile,google,4,800,0.16,2026-05-02 22:38:37
f5b7050e-83fb-409b-b728-e635545af77a,7916b962-9ee0-4795-ad18-29a687d24eae,30634,view,101,Laptop,Electronics,Rwanda,mobile,facebook,3,1200,0.08,2026-05-02 22:38:38
6f9eecb2-3b0b-410c-928b-35956d120df9,19de452f-1ea1-4449-af5f-e897a56e4674,163,purchase,101,Laptop,Electronics,Nigeria,mobile,organic,5,1200,0.07,2026-05-02 22:38:39
4a9e8f2a-48c2-46f8-809c-1d82deb0bb3d,5b059ad5-06c1-4734-bf4a-171ad2c23348,272688,purchase,102,Phone,Electronics,Nigeria,desktop,google,4,800,0.04,2026-05-02 22:38:40
f4cb910d-6f97-4533-b4b9-5017ae3c16f7,af33d3cb-965c-4158-b69f-65026f414d1b,30,purchase,103,Keyboard,Accessories,Kenya,mobile,organic,2,70,0.12,2026-05-02 22:38:41
70df108d-a143-42eb-b705-28b47cadaf13,9b923d28-5527-40ca-91ed-bc863ea8cc7e,119416,purchase,104,Mouse,Accessories,Ghana,mobile,organic,5,40,0.02,2026-05-02 22:38:42
e5eabe39-d82e-431e-8298-38c6954dd2f3,dd7b583f-587c-42f9-aaf2-7fc8cbd78652,458884,view,102,Phone,Electronics,Rwanda,desktop,facebook,1,800,0.04,2026-05-02 22:38:43
70a7bd02-dcb8-4540-8be3-413a97a21e7b,4268ad28-c88f-48a5-978b-ca0f4d22c97a,661,purchase,101,Laptop,Electronics,Rwanda,mobile,facebook,2,1200,0.04,2026-05-02 22:38:44
c5e419c1-fd64-4971-921f-d32bc54df2fa,8dba7081-edbc-4f18-b1cc-5aeb80c6c56e,41,purchase,103,Keyboard,Accessories,Nigeria,mobile,facebook,4,70,0.1,2026-05-02 22:38:45
de61ba48-0b0a-41f5-8797-0e87157d6a52,457e81fa-ab72-4237-b7b2-e684ae81ba4f,121,view,103,Keyboard,Accessories,Nigeria,mobile,facebook,1,70,0.13,2026-05-02 22:38:46
dbab0d42-c14f-4299-a4b7-134e975ac89e,27815f29-bdba-4a7a-a06a-c3c3c71f445f,593913,purchase,102,Phone,Electronics,Rwanda,desktop,facebook,3,800,0.17,2026-05-02 22:38:47
103247cd-d6b4-42e7-b1a8-fd46216d7c92,b86829fe-4cbf-44e6-8651-c1a247bf7509,221,view,103,Keyboard,Accessories,Kenya,mobile,google,1,70,0.01,2026-05-02 22:38:48
1bc8184b-4916-4030-999c-eeb4d22c9555,5b6f140c-a126-41a6-abcd-eefde7b5a4f4,264475,view,102,Phone,Electronics,Kenya,desktop,facebook,2,800,0.09,2026-05-02 22:38:49
6e05f5bd-8937-4c80-81dd-81e157cab67d,cc5dbdfc-2fb5-4493-9229-87d953fb3d07,636369,view,102,Phone,Electronics,Ghana,mobile,facebook,1,800,0.2,2026-05-02 22:38:50
5efec701-24b8-4d4e-af7f-41d96e10080b,6152a819-5e55-4ad5-a691-9e4bf8cc656d,644,purchase,103,Keyboard,Accessories,Ghana,desktop,facebook,1,70,0.18,2026-05-02 22:38:51
4c7cb94d-d141-4403-8fcd-1d8243fa42e0,6d54cb0d-aac3-4bb2-93ac-fdf5965ca372,253508,view,102,Phone,Electronics,Nigeria,desktop,facebook,3,800,0.18,2026-05-02 22:38:52
