event_id,session_id,user_id,event_type,product_id,product_name,category,country,device_type,traffic_source,quantity,price,discount,event_timestamp
ed4f04ec-1a69-4710-b9d7-758c88b73f5a,6317e00b-ef18-473d-a2a1-6a577ddb7294,166,purchase,104,Mouse,Accessories,Nigeria,mobile,organic,2,40,0.12,2026-06-05 07:39:07
1c9c9cb7-4632-4edd-9f1f-0eeb412bfb7d,5942b513-0b5c-474a-96da-e6d0d7d4989d,799,view,104,Mouse,Accessories,Ghana,desktop,google,5,40,0.1,2026-06-05 07:39:08
9c193b66-a07e-4276-81af-8034191d011c,559f67ea-3c42-4796-ad0f-cf254be75222,845578,purchase,101,Laptop,Electronics,Kenya,desktop,facebook,4,1200,0.13,2026-06-05 07:39:09
cb411984-fb69-4de7-85a1-f656af5fa80f,861c0bb2-cbe0-4059-ac5d-375faa83e3f6,86,purchase,101,Laptop,Electronics,Ghana,mobile,google,1,1200,0.18,2026-06-05 07:39:10
ca78f6a0-e654-4ac5-96f4-edb8f64b0235,9a334235-d00d-4cf3-933d-81604b3e6c6b,375896,purchase,102,Phone,Electronics,Ghana,mobile,organic,4,800,0.07,2026-06-05 07:39:11
38682723-3827-466c-a178-504e693cf325,4e855ee7-ddec-4f25-a144-ca9cd277a0f4,795660,view,102,Phone,Electronics,Rwanda,desktop,google,2,800,0.17,2026-06-05 07:39:12
9802334b-917c-4446-bf4d-15db37e95d8b,7c570bfb-b525-487d-9151-612018366eb6,111197,purchase,101,Laptop,Electronics,Kenya,desktop,google,4,1200,0.12,2026-06-05 07:39:13
62049a8a-5199-48c8-ac66-09659121c3c9,433cec13-5aad-4983-a84f-333739eba5b4,577593,view,104,Mouse,Accessories,Kenya,mobile,facebook,1,40,0.15,2026-06-05 07:39:14
05d6c44a-108a-4a4f-81fc-f9e2f8f858b9,ee6d0017-d1b3-4b71-9edb-841437a82e92,696350,view,101,Laptop,Electronics,Ghana,desktop,google,5,1200,0.16,2026-06-05 07:39:15
06dd8c6e-0a83-431c-8ead-69d2cb611882,ad247324-191d-41b1-8324-3fee534a92f8,834101,view,103,Keyboard,Accessories,Ghana,mobile,organic,2,70,0.07,2026-06-05 07:39:16
91528a10-dc85-4807-875b-9af09bf3381c,93faa7a4-6500-4909-9d83-b65181b08de7,535706,view,102,Phone,Electronics,Nigeria,mobile,google,1,800,0.1,2026-06-05 07:39:17
d9381309-4ab5-4f1b-94f8-d52f45b8967d,15569c81-1690-4243-9baf-c0fbca381fd1,166,purchase,102,Phone,Electronics,Ghana,desktop,organic,1,800,0.06,2026-06-05 07:39:18
99f4e47d-fed3-4c9b-be70-e6809a3d87b0,5fe8ec29-b82f-4286-882c-ea6f7a5a267c,393906,view,102,Phone,Electronics,Kenya,mobile,google,1,800,0.19,2026-06-05 07:39:19
3ea82a4c-cfaf-4237-8cf6-0d490a1387a0,da919add-f816-494f-9a10-ca2edcdeabb1,201398,view,101,Laptop,Electronics,Rwanda,mobile,google,3,1200,0.16,2026-06-05 07:39:20
b27582de-230c-4e82-b5f5-dc7f80da3fc0,fa559ada-a2e5-49a2-a397-a79dd31aac2d,832491,view,103,Keyboard,Accessories,Nigeria,desktop,organic,4,70,0.17,2026-06-05 07:39:21
fa42167e-fd15-4aca-82b0-e43d954b0d59,0bf7dd6f-13f5-49a9-830f-74ef59a4a773,891990,view,101,Laptop,Electronics,Kenya,desktop,facebook,1,1200,0.03,2026-06-05 07:39:22
22b996d2-e34e-46e2-bdc8-fb93a7b7e3b6,ebfb8c04-4570-46f6-91bb-328cf120bcff,227,view,101,Laptop,Electronics,Ghana,mobile,google,4,1200,0.05,2026-06-05 07:39:23
7e42af20-118d-42cc-a593-18c276a20a2d,23996bc1-5f0a-45bd-8fbd-c84fe3aeb07b,408654,view,103,Keyboard,Accessories,Rwanda,mobile,organic,4,70,0.05,2026-06-05 07:39:24
f9490c44-bba8-49bd-b24d-4556fdd82466,89dfaace-5a88-410e-9305-0b5e62fa2368,841315,view,102,Phone,Electronics,Kenya,desktop,facebook,4,800,0.09,2026-06-05 07:39:25
e323f41e-6d22-4fe3-994d-c4de1a2e6d33,267fcf74-baea-40c4-9f6b-97cf5318e102,541,view,103,Keyboard,Accessories,Kenya,mobile,facebook,1,70,0.15,2026-06-05 07:39:26
480a57b3-e947-4850-997b-889bf5b6f723,b3df59b3-ce5b-425c-9cdf-28a11af68ac2,898,view,103,Keyboard,Accessories,Rwanda,desktop,google,2,70,0.17,2026-06-05 07:39:27
067f4dc5-e37b-410b-9d28-4edff824bfc3,a42c07c5-5b70-458e-8c3e-563c99a826f1,501,purchase,101,Laptop,Electronics,Nigeria,mobile,facebook,5,1200,0.16,2026-06-05 07:39:28
810c5ea1-9ccd-43d1-b8d1-5e58f525bc6c,25dbcc05-e390-471f-b188-a2c565cc032a,518370,view,103,Keyboard,Accessories,Rwanda,desktop,organic,1,70,0.1,2026-06-05 07:39:29
5ab06e00-71b3-4260-ac91-235415403fd5,9e14365e-8a6b-49b2-a3a7-c061cd64b40a,774794,view,101,Laptop,Electronics,Rwanda,desktop,organic,1,1200,0.19,2026-06-05 07:39:30
b855a3f6-c3b5-41ac-b210-83f1c22f42e8,b6112385-9c7e-48bc-82e5-935d1dc0c0a1,145483,view,102,Phone,Electronics,Rwanda,desktop,facebook,3,800,0.02,2026-06-05 07:39:31
de763c6a-0f03-462c-a288-2816e6469e6c,ef06cce8-befe-4a45-b06d-9c74a7fc25be,632,purchase,103,Keyboard,Accessories,Nigeria,desktop,organic,2,70,0.16,2026-06-05 07:39:32
87f7b767-b1d8-400c-823e-43aa6fbf06f7,e962afae-d82a-47cb-b2b1-f654101a4f91,725613,purchase,104,Mouse,Accessories,Nigeria,desktop,organic,2,40,0.09,2026-06-05 07:39:33
3b949323-df11-463b-ac56-964adc7d63ce,88962ae5-5047-4427-a2ee-9adbdefb1345,451609,purchase,101,Laptop,Electronics,Nigeria,mobile,google,1,1200,0.1,2026-06-05 07:39:34
02c14cdf-d821-47ff-b7f7-75267340d27a,e217ccef-ec7f-4002-9834-d594d48ba634,701817,view,104,Mouse,Accessories,Nigeria,mobile,organic,3,40,0.03,2026-06-05 07:39:35
ec3933a0-7dba-43f7-95b4-b4284c3e7bdf,20723fc9-a856-4f66-972a-53bcc31f8097,185884,view,102,Phone,Electronics,Ghana,mobile,facebook,5,800,0.19,2026-06-05 07:39:36
ce399179-b56b-43b0-acc4-e7174fc7a4c5,31fa6092-c22c-4da7-900f-81f30deecb0c,947120,purchase,103,Keyboard,Accessories,Ghana,desktop,facebook,1,70,0.08,2026-06-05 07:39:37
aac54b57-21b3-4199-b7a4-3010098cba5a,cb686956-b01c-4557-828e-d4cdba8ec776,874,purchase,102,Phone,Electronics,Nigeria,desktop,organic,4,800,0.09,2026-06-05 07:39:38
a3829291-0b3d-4158-93f1-7eda28cf8d2c,0d34a452-89b9-4218-93a4-10ad2328a009,892681,view,101,Laptop,Electronics,Ghana,desktop,facebook,1,1200,0.08,2026-06-05 07:39:39
